pid,ad_id,overall_rating,free_response
347,1477175,4,
507,1467135,6,
390,1465095,4,
266,1477559,3,
480,1478327,2,
405,1461573,3,
448,1465887,4,
275,1463746,4,
357,1462660,2,
321,1473802,2,
469,1479419,3,Just think it isn't well done.
310,1462660,6,
335,1464534,5,
239,1471578,2,
155,1474636,5,
506,1469656,5,
516,1461279,4,
397,1466531,5,"I like that the ad doesn't ""vibrate"" or flash. "
386,1478444,2,
385,1472114,4,
491,1463224,2,
172,1469453,3,
431,1466000,1,
153,1472421,2,
221,1478922,5,
184,1476879,2,Financial advising is not relevant to me at all. 
332,1463254,4,The ad doesn't apply to me and it just looks like it's trying to sell me something.
484,1469039,3,I have no idea what it is for
457,1475479,4,
309,1476889,3,
330,1472173,3,
454,1466963,1,
424,1466855,4,
447,1461795,2,
415,1477932,2,
367,1463163,5,
370,1469680,6,
455,1463748,4,
460,1463581,2,
229,1470503,6,I like this product because I have purchased this product for decades and know that I can trust this brand.
352,1468505,3,
429,1466379,3,
389,1464504,3,
414,1475428,4,
384,1463140,5,
376,1465793,1,
317,1480353,4,
534,1476767,4,
403,1470246,1,
493,1464995,5,"I have no idea what that ad is talking about, but it seems like an intriguing subject."
491,1465493,2,
393,1471578,3,
538,1479291,2,
443,1475019,1,
350,1475612,5,It isn’t applicable to me. 
462,1462162,5,
364,1470265,7,
274,1463520,6,
492,1463328,2,It shows mouses and it's about killing mouses.
507,1464649,6,
380,1477895,5,
305,1463277,3,
389,1470355,4,
371,1464590,5,
188,1467019,4,
266,1462549,2,
480,1463775,2,
422,1478790,1,
352,1469915,5,
164,1464809,4,
310,1467681,4,
448,1463063,4,
372,1480081,6,
469,1465916,4,
543,1473602,2,
429,1465385,4,
513,1469969,4,
360,1479491,5,
439,1474249,4,"How much is the discount? ""Flat"" is vague."
376,1472734,5,
541,1476898,4,
484,1473802,1,That's not Gwen Stefani in the photo. What is BrainSharper? 
239,1472173,3,
506,1470203,5,
178,1478837,6,
435,1474143,3,
529,1475997,3,
522,1462549,6,
469,1476238,3,
369,1469781,4,
471,1474351,3,
451,1461654,3,
147,1465628,2,
388,1470817,3,
379,1463103,3,
365,1461275,2,
395,1476879,2,
226,1461654,2,
306,1474809,4,"It's a clean ad with a simple goal, overall I think it's fine but I do think giftcards and the business of selling them can sometimes be a bit shady so the nature of the company I would want to do a little research into."
513,1462834,2,
328,1465793,4,
440,1479136,1,"I see these ads all the time and they're some of the ones I hate the most.  They're vague, unclear and I think purposely deceptive.  It's showing tens of thousands of dollars to make a point, but it's sloppy and not legitimate.  "
502,1468866,2,
399,1470887,5,
426,1466501,3,
237,1480643,5,
412,1465912,4,
400,1468087,5,
232,1472003,4,
460,1468348,4,
322,1468122,3,
454,1461781,4,
491,1463071,2,
363,1471171,1,
347,1468172,4,
275,1463250,2,
239,1474636,4,
458,1465380,6,
405,1462090,5,
339,1461550,5,The women should not be lifting her top to show her stomach.  This prevents us from seeing how the shirt falls naturally on her body.
427,1464894,1,
170,1474812,5,
291,1471067,3,
253,1479939,4,
414,1465717,2,
415,1469273,6,
401,1471419,4,
390,1463487,4,
545,1467892,4,"Not exactly sure what open means, or why its needed."
447,1467726,2,
348,1477945,2,I'm not really sure what it's advertising. Looks kind of cool I guess.
491,1468584,2,
203,1462772,4,
325,1474819,2,
251,1468756,3,
354,1471419,4,I have no idea what this ad is getting at. A jumbled mess. 
309,1479189,3,
367,1479701,6,
283,1463480,3,
382,1476143,3,
391,1469039,3,Don’t use acronyms people don’t know. 
411,1470895,4,
379,1469565,4,
335,1462091,4,
502,1463122,2,
529,1461319,2,
522,1467012,4,
377,1480867,4,
142,1470355,4,pic quality
362,1473666,4,
346,1472063,4,
534,1475479,2,
471,1473762,3,
242,1463290,4,I guess I am getting old.  I don't get the slogan.  
538,1477164,2,
263,1480353,3,
418,1467726,4,
357,1474920,3,
507,1469647,5,
364,1466734,7,
523,1471520,5,
393,1465887,1,
403,1466632,4,
426,1475480,2,
390,1474249,4,
260,1474249,6,
275,1465725,1,
321,1479017,2,
395,1469565,4,
155,1480643,5,
375,1473205,2,
322,1474545,4,
473,1470231,3,
457,1467128,7,
545,1477895,6,
381,1475019,2,
414,1466963,3,
492,1463487,4,
232,1461709,2,
363,1462354,4,
423,1461550,4,
546,1464809,4,
435,1467912,5,i always appreciate a coupon or saving money
388,1477895,5,
443,1463461,5,
522,1463844,4,
168,1473358,6,not eyecatching
290,1468348,3,i like that song but why would i want an advert to pop up to tell me to listen to music . and i doubt i can just hear that song had i clicked on it
415,1476615,6,
424,1462772,5,Pushes people to take the initiative to find a face mask to protect themselves and others while they are jogging. 
534,1477175,1,
532,1472075,4,
352,1461542,1,
456,1465007,4,
502,1470407,2,
396,1465714,4,
480,1462723,3,
454,1467135,1,
198,1479189,3,
317,1470429,5,
270,1463746,2,
172,1463782,4,
471,1465472,3,
467,1468874,6,
557,1469473,3,
462,1463952,4,
504,1468523,4,
438,1467012,2,looks to be using a 3rd party service instead of embedding the ad in the web page.
399,1480730,3,
372,1472484,6,
182,1474636,2,
184,1474351,3,I can't tell what this advertisement is actually trying to sell.
505,1463536,4,
285,1466220,7,
377,1467681,6,
312,1477945,6,
330,1469969,5,
380,1465106,2,
479,1480730,6,
543,1469781,4,
427,1464504,4,
546,1463122,4,
226,1461828,4,
260,1461709,5,
246,1478837,1,
530,1472421,1,
464,1473002,4,
324,1466379,5,
358,1462660,5,Round up is a legit company that I know.  If I click on it chances are I will go to Round up's website which is trust worthy.
471,1462834,3,
221,1462538,7,
353,1462549,3,
440,1467739,5,
414,1468866,4,
388,1463461,5,
507,1474812,4,
339,1463224,6,
389,1471141,1,
239,1468745,5,
534,1468539,4,
454,1469273,7,
504,1467474,4,
520,1468161,4,Nope!
371,1461275,3,
543,1468172,1,
357,1463746,4,
253,1462660,2,
557,1468028,3,
400,1463883,2,Looks like something I cant trust and wont click.
484,1472009,4,
393,1471520,3,
533,1477062,6,
372,1467041,2,
512,1480433,2,
458,1475235,6,
264,1470407,1,
538,1462852,1,
170,1461378,3,
429,1470872,6,
142,1466000,2,
368,1470185,3,
562,1478707,1,It looks stupid
348,1468874,5,Learning a language I'm in favor of. Having it forced in my face I'm not a fan of.
168,1463122,5,
297,1463290,2,
457,1477410,1,
541,1465218,3,
242,1478444,5,none on this
310,1467012,4,
285,1473756,3,
388,1468087,2,
420,1476967,6,
250,1467474,5,
553,1477101,3,
401,1463480,6,Colors are a nice touch
487,1464906,1,
508,1462372,1,
510,1464747,2,
533,1474786,2,
458,1468148,2,
444,1480353,1,
557,1470998,5,
494,1466575,5,
536,1473762,1,
371,1468598,5,
451,1466200,3,
263,1469659,2,
512,1474786,1,
401,1465218,2,
512,1461798,3,
362,1461346,4,
451,1468697,4,
239,1461795,3,
352,1462385,1,
393,1462372,3,
487,1471808,4,
315,1475480,4,"It didn't do a very good job of utilizing the amount of space it's taking up on the screen. A smaller, less obtrusive ad would have been much better. "
326,1472638,3,"I am afraid that the advertiser here is taking advantage of the covid situation to make money for themselves. I am suspicious because corporations and organizations, although they're run by people, don't have feelings and don't care about people, so I'm inclined to believe that this organization is either trying to make money or is only doing this to bolster their image (so that they can make money in the future)."
395,1465628,2,
534,1467012,3,
435,1463775,2,
346,1478444,4,
555,1463782,6,
455,1480046,3,Not sure I like the Market House straight in the middle/seems forced I guess.
492,1461512,4,
459,1477968,5,I like the company and it’s products 
457,1479540,4,
480,1477184,3,
403,1479071,4,
383,1477704,4,"The company is well-know so I trust the advertisement but I also feel like they're a little gimmicky. If I were looking for new insurances, the discount for federal employees part might draw me in."
513,1464894,1,
252,1469969,4,No
529,1469647,3,
508,1472063,6,
522,1476943,5,
423,1472730,2,
538,1463954,1,"Promo codes usually are for partnerships, and the more they get the more money they make for it, recouping the cost of the ads."
380,1467892,4,
317,1461505,6,
356,1480730,5,
487,1463254,1,
451,1476767,5,
523,1462354,2,Looks fake.
422,1468959,4,
367,1461473,4,
555,1472075,6,
350,1465218,2,
392,1475997,4,Just anything clickbait ad that wants yours clicks without any meaningful info
485,1472124,5,
458,1461810,4,
545,1470407,2,
409,1461482,5,
310,1463254,3,
155,1465219,5,
529,1462849,1,
493,1465218,2,Teaser ad. Often fake. Almost always disappointing.
335,1470614,4,
522,1467959,5,
429,1480640,6,
489,1466565,4,"It's simple and straight forward in that obviously, it's about some sort of vacation in the Bahamas and hotels. But it's unclear in that it doesn't say much... though the picture does say a lot. "
411,1480643,7,
376,1472124,4,
328,1477945,6,
325,1469969,2,
130,1463480,3,
426,1467474,3,
398,1479540,4,
502,1472124,4,
283,1461515,5,
541,1472638,6,
545,1465270,3,
443,1464850,6,
485,1465219,4,
168,1473002,4,
184,1476136,5,
399,1475257,4,
555,1478327,7,
545,1469565,4,
425,1476883,6,
424,1463103,1,Too many redirects when clicking on it from personal experience. 
529,1468756,4,
164,1465380,3,
362,1464648,2,
315,1465793,3,
513,1466000,2,
354,1467518,5,Looks like two separate ads. Total lack of continuity. 
531,1474994,1,no
442,1461505,4,
444,1462506,6,
266,1463888,3,
473,1461515,5,
182,1463794,2,
480,1463122,3,
532,1463250,2,
411,1470821,6,
475,1466777,5,
427,1472445,3,
462,1467293,3,
455,1462524,1,
544,1463140,4,
546,1463396,2,
358,1469393,4,
261,1467912,3,no
555,1462772,7,
543,1463396,4,
257,1466876,1,
350,1468756,4,
481,1470578,4,
396,1465924,4,
251,1464649,3,The call for action is somewhat done well.
464,1467681,5,
377,1461709,3,
330,1469836,4,
397,1464649,3,"It's a cliche for a company to say things like, ""It's all about what you want"", ""You're more important"", etc. Such rhetoric promotes selfishness. "
423,1467218,1,
431,1470895,2,
375,1470355,3,
554,1467128,4,
382,1463954,5,
540,1472265,5,
546,1473762,2,
484,1468161,5,
503,1469561,4,
460,1471520,4,
489,1469273,3,"It really bothers me that there's no sample of pricing or something. ""For less"" and ""For Cheap"" are just super vague. "
485,1473756,1,
505,1467912,5,
381,1464094,5,
531,1461275,1,
555,1470535,6,
495,1465577,2,It just looks like a clickbait/scam type of ad. I feel like I can't trust it.
457,1478790,1,
541,1479228,3,
440,1467433,5,
328,1473738,3,
221,1472499,7,
297,1466200,1,
527,1469393,6,no
353,1473358,5,
478,1469565,4,A neither dislike or like this ad. It’s vanilla.
188,1480493,1,"It may not be graphic, but I do think Fox News (and especially Nancy Grace) is repugnant."
424,1468866,4,
422,1462852,1,
530,1472009,5,
497,1476967,4,
285,1466531,6,
444,1475601,1,
473,1477184,3,
244,1462838,3,
543,1475257,6,
310,1468505,5,
532,1479017,1,
557,1465717,2,
487,1468959,5,
467,1463140,4,I would mostly be concerned with the quality of the product as it doesn't seem that great.
493,1463140,5,Cool idea. Not a replacement for a telescope. They should know that and indicating otherwise is dishonest.
402,1462571,6,
326,1461279,3,
546,1480640,4,
536,1476790,2,
460,1479903,4,
290,1470121,4,i do need a new mask but how to i know that mask is exceptionally breathable and comfortable. it probably isnt true
538,1467518,1,I have my own HIPS system going.
439,1469647,3,"Too much white space. What am I ""Submitting"" by clicking on the ad? The picture looks like a fake stock photo."
452,1468028,3,
400,1467912,7,This ad overall has everything I would like in an ad.
423,1469669,1,
196,1470817,3,
427,1464542,3,
479,1468523,2,
142,1469331,4,
470,1462907,4,The store has an interesting name. 
130,1462575,2,
462,1478276,4,
459,1469647,3,
399,1468348,5,
508,1461765,4,
486,1478444,4,
553,1461378,5,
287,1470998,3,"I don't really get the part that says ""Just Mask Sponsored"" - it makes that part of the ad look poorly designed because I can't tell what the name of the company or brand actually is."
398,1479187,5,
510,1480433,3,
533,1468028,3,
556,1461319,4,
442,1468028,2,
512,1461828,4,
432,1469331,5,
484,1467959,7,I know those brands 
562,1470998,5,It has a good cause but do not know if it can be trusted
485,1467265,4,
531,1464597,4,
489,1463885,1,
354,1471243,2,Just looks gross. 
126,1474994,4,
251,1471216,1,Completely random ad that I never would click. 
541,1462575,2,
523,1469039,7,Very colorful and vibrant.
253,1477962,4,
444,1474819,2,
371,1467019,5,
544,1466411,6,
501,1464542,2,
409,1466632,5,
487,1462575,2,
504,1462434,2,I have no clue what product or service this is trying to sell. It mentions T-Shirts and then a tax guide?
455,1477559,4,"Not sure I understand the phrase, ""All from Earth's biggest selection."""
494,1461279,6,
438,1475235,2,looks to be using a 3rd party service to push ads instead of having the web page host the ad natively  
339,1468584,6,"Other than saying it's from AT & T, I'm not sure what the advertiser is trying to convey or sell.  It is too vague."
257,1466734,4,
453,1461765,4,
460,1461573,4,
264,1476898,2,
554,1476615,5,
456,1467135,3,
297,1465924,2,
481,1466686,6,
520,1474724,6,I like how subtle it is compared to how in your face the usual bad ads are.
571,1469347,4,
382,1470429,2,
527,1470265,6,
242,1462836,6,
464,1468697,1,
252,1466420,6,No
360,1469669,4,
532,1463986,4,
530,1480527,6,
285,1467293,5,
503,1466424,5,
476,1478922,5,"the only thing i do not like about the add, is that they dont tell you what to do every day so your dog stops eating grass"
557,1480749,2,
479,1467041,2,
356,1478371,4,
257,1462838,1,
324,1466777,6,
536,1475508,4,
423,1477175,1,
227,1470340,1,
564,1465577,2,
553,1463875,3,
396,1480748,3,
400,1479139,5,This one is interesting.
482,1468745,2,It looks like propaganda 
485,1469836,4,
229,1480906,2,"This ad did not tell me anything about this product and I would be afraid to click on this link.  An ad needs to open and honest on it's content.  Clicking on some sites may download a virus as well.  If the product is honest and good, it should have no reason to hide it's name or what it's intention is."
509,1471216,2,
419,1464751,5,
358,1476876,4,I  know gatorade. If I click on it I will go to gatorade's site.
462,1474471,5,
571,1470407,1,
531,1476603,3,
508,1470429,2,
399,1463986,3,
512,1472601,1,
397,1472231,3,"Too much information is crammed into a small, unreadable space. "
387,1477215,4,Its peoples freedom of speech to wear what you want.Even if I don't agree with it.
497,1471684,5,
446,1472421,3,
444,1478023,4,
293,1468148,4,
392,1465472,3,These style of ads seems so trashy and bad looking. Also again trying to take advantage of a global pandemic. 
261,1478707,3,no
554,1477175,2,
473,1480404,5,
359,1463090,2,
285,1469701,6,
527,1471245,5,
431,1476603,2,
126,1467521,2,
510,1472601,4,
494,1466260,5,
536,1466575,1,
558,1467433,6,
381,1473762,2,
475,1469273,5,
244,1479419,5,
481,1470114,6,
142,1462827,3,
383,1463163,2,The topic might draw in gamers but most gamers would know better than to click an advertisement like this. It reminds me of a Buzzfeed article ad. I would be very hesitant to click this advertisement. It seems like it would lead to a spam website. It doesn't seem like a legit game.
504,1468332,4,
356,1476227,6,
560,1466855,5,
559,1466065,6,
464,1480749,5,
439,1472601,1,There is always a catch with these types of ads.
493,1475257,3,"Looks great, but it's a glamour shot. Bog standard car ad."
250,1467537,6,
350,1476603,4,"Not offensive, but not something I am interested in. I don’t think the design is very engaging, but not ugly. I see lots of very similar ads-nothing special. "
382,1471808,4,
348,1472601,3,This ad obviously popped up on a bible website and is trying to manipulate people into buying a bible.
505,1463160,2,
562,1472003,3,
556,1476898,4,
312,1462849,3,Does not tell why people are not moving to Washington any more.
531,1470265,1,
427,1468157,5,
571,1479228,3,
497,1465925,6,
532,1466945,2,
452,1464649,2,
523,1472421,1,Looks a lot like clickbait.
263,1480749,5,
536,1468756,2,
530,1465015,5,
442,1461830,4,
320,1472638,3,
467,1462792,4,"Nothing interesting, especially because I already have a mask and don't really care about its aestheic "
418,1461990,4,
503,1478943,4,
270,1468087,4,"It's barely large enough to see the pictures, and it's impossible to read the text."
328,1470114,6,
326,1462575,2,
527,1468855,5,
126,1466200,1,
217,1480640,6,
459,1463063,5,
561,1468503,4,I didn't see an ad yet. Not sure if I hit the continue button quicker than I thought or you guys didn't show an ad. 
404,1471431,4,
553,1479467,3,
409,1467484,6,
494,1461482,5,
252,1468855,6,No
564,1479939,4,
434,1469715,3,
501,1472445,1,
455,1463810,3,
573,1463844,1,
253,1468598,1,
476,1470790,7,I like the add since it sends a positive out look on people becoming active. 
554,1475612,4,
544,1469680,3,"They don't tell you the price after the 30 days, You have to probably wade through layers of advertising to find that info out."
463,1467012,4,
533,1462117,5,
368,1474246,3,
486,1471520,3,
571,1466424,4,
261,1464539,3,no
221,1461512,3,
497,1479808,3,
432,1464747,4,
494,1470532,6,
527,1464894,7,
164,1470817,3,Having Gartner in the ad seems to make it more credible but I feel like there's too much going on in the ad.
495,1463103,4,"I like the way it looks, but it looks like its trying to hide the fact that it is an ad."
510,1470340,1,
489,1475695,5,This ad isn't annoying to me because it actually has to do with the site that it's on. You're on Vox - so there's an ad for their book club. It just makes sense. 
456,1465725,1,
339,1462091,7,"Bright, colorful and eye catching ad."
475,1473602,4,
566,1474812,7,
508,1464793,3,
126,1472231,5,
523,1470844,1,Looks like a virus download
438,1477037,2,looks to be using a 3rd party service to push ads instead of natively hosting the ad on the webpage for security 
373,1466220,3,
562,1470340,1,This is the most stupid types of advertisements
505,1465330,2,
337,1463844,1,I feel like it is extremely intrusive showing up in the middle of the page like that. It is pushy and aggressive.
558,1474249,7,
398,1465919,4,
520,1469786,6,It has such a great design that I could honestly mistake it for being part of a site rather than being completely out of place.
446,1466870,7,
396,1464003,3,My vote is private
556,1464539,3,
481,1463782,6,
573,1461346,1,
368,1462434,3,
554,1473002,6,
473,1469786,5,
145,1478327,2,
558,1463888,7,
504,1479187,6,
257,1465385,3,
264,1476202,1,
440,1479189,4,A pillowcase doesn't strike me as a must-have gift for any year or anytime.  
359,1465703,6,
553,1468697,1,
242,1473205,2,Ir repels rather than attracts me.
479,1469101,7,
540,1469324,4,I just think with ads like these you need to go to reviews of the company to see the reality.
559,1465330,2,
244,1475479,5,
290,1466963,1,looks weird. not a positive weird but more of an unknown wtf is this picture. maybe they shouldve put a couple? idk how to make this better. 
442,1470872,4,
196,1465007,5,
490,1467959,4,
510,1463952,3,
503,1462660,6,
238,1466855,7,
530,1476790,1,
250,1467739,6,
571,1476967,5,
497,1467681,3,
252,1461810,7,No
257,1474351,3,
360,1461798,4,
478,1463986,3,I literally have no idea what the advertisement is for.
550,1473738,6,I really enjoyed the visual with the egg and the guy with muscles. It was very visual.
126,1462834,2,
452,1467041,2,
392,1463875,1,"Why are the ""ancestry"" have a native american or something on it. "
323,1475695,6,
397,1469659,4,"I'm not enthusiastic about ""communicating"" online, in general. "
145,1465919,3,
387,1475369,4,none
467,1462839,4,No information about the product. Looks really shady 
470,1469786,3,I don't like dev instead of developer. 
264,1467474,2,
428,1464751,5,Looks rugged 
572,1477164,3,
207,1480640,6,
442,1478616,1,
533,1467128,3,
439,1463224,1,"If they can't even spell her name right, I'm not clicking."
293,1478691,1,
434,1464747,6,
354,1471808,6,"I like this ad OK but it's still not that well designed. Font needs to be changed. Maybe Sears bigger, maybe some of the other content a bit smaller. Kind of blocky looking. "
566,1473738,7,
142,1465919,4,
461,1473958,4,
337,1476879,4,
548,1471488,5,
501,1477335,4,
490,1479951,4,
505,1463328,2,
196,1466200,1,
456,1469680,4,
373,1475601,2,
238,1467433,7,
476,1467474,2,Well i hard people have bad experience with this company 
432,1463277,6,
463,1463103,4,
564,1464597,5,
425,1463524,5,
495,1475480,5,"This is a perfect format for an ad, but there is no color or anything engaging. The ad is simple, but it is too simple and comes across as boring."
360,1475480,2,
381,1478616,2,
547,1471141,6,
330,1468855,2,
486,1463524,5,
145,1467726,1,
562,1462354,4,"boring, stupid"
493,1463810,2,There's no way on the planet or in the Internet that IT doesn't still get involved in this software and in remote workers in general. I call negligence or BS.
417,1467041,6,If I am interested in the advertisement because it talks about technology or technology support.
488,1479903,6,
217,1475331,4,
573,1461275,1,
324,1474796,3,
572,1477197,1,
446,1467019,7,
250,1477944,6,
337,1466870,1,
490,1465015,6,
353,1474812,5,
521,1472484,6,You get an idea of the types of products this brand sells.
566,1474786,7,
559,1466876,1,Looks fake and like a way to get people's information 
398,1470407,4,
428,1462091,6,none
544,1475803,3,it uses COVID as a scare tactic to get people to click on it. Say what it is up front.
433,1472638,6,
373,1480748,1,
418,1476143,5,
196,1468503,1,
453,1480596,3,"I am a heterosexual male, and Hollywood hunks has little appeal for me."
419,1468323,4,
470,1469814,3,
339,1464504,5,Color of ad is boring and not enough information.  Can't tell what this ad is promoting or what it is for.
145,1473958,3,
558,1474812,6,
434,1474809,6,
421,1465363,4,No
270,1477410,1,
238,1465887,4,
503,1465703,4,
217,1467218,6,
482,1463254,4,I think the picture was somewhat lacking and could have used icons representing devices and whatnot.
184,1469814,2,
326,1468523,3,
420,1470535,4,
575,1466795,2,
509,1461795,5,
402,1480728,3,
432,1465916,1,
359,1472231,5,I think that this looks really cluttered because is trying to offer a lot of information in a tiny space.
261,1462117,5,no
556,1465924,4,
264,1465628,2,
572,1465725,2,
287,1463090,2,The text font is so small but the photo is so big. It makes it hard to even read the ad. Poorly designed in my opinion due to visual proportions that don't make sense.
373,1463524,4,
490,1465132,7,
559,1475508,4,
573,1478371,1,
566,1476836,6,
520,1476238,2,I'm used to these kind of ads targeting kids with bad ripoffs of popular games.
312,1468148,4,The ad is not appealing nor does it peak your curiosity.
461,1470790,5,
564,1463952,6,
456,1472484,3,
470,1470532,4,
544,1464747,4,
540,1463888,5,
452,1464542,1,
561,1470844,4,"I'm not sure if this is a glitch, but I'm not seeing an ad on my smart phone I'm using for this survey "
238,1462827,7,
293,1467019,5,
488,1477101,7,
440,1473958,4,Pretty bland and not a lot of detail about what it exactly the content is.  
320,1475428,3,
397,1467681,6,"The colors really pop. The image is very clear, uncluttered. I like it. "
434,1476615,2,
558,1464597,4,
409,1468523,3,
467,1466575,5,I like that it fully displays the product but I think the design is tacky
394,1477197,6,n/a
373,1468503,1,
475,1462849,4,
306,1465380,3,"Typically articles like this have been clickbait and I tend to avoid catchall statements like ""The secret to shopping online like a pro."" I would at the very least be wary of the information when clicking through to the website."
244,1471755,3,
290,1468079,3,"who doesnt like a puppy? however, they did a great pitch. they know most dogs eat grass so they say, if youre dog eats grass you should do something every single day. people are going to click that just to see what they should do everyday. clickbait!"
446,1463887,7,
217,1477962,1,
145,1474819,5,
184,1463954,1,
490,1474796,4,
569,1467218,6,
566,1463063,7,
353,1466493,5,
433,1469039,4,not sure what the product is
511,1470231,5,I would read further just out of curiosity because I do not trust this type of information unless I see the source and feel the source is truthful or reputable. 
572,1469101,6,
337,1463536,5,
501,1469453,2,
252,1475019,3,No
550,1464504,5,I found it confusing and boring.
573,1473666,2,
398,1467537,5,
559,1468539,3,
418,1465811,5,
439,1473602,4,This appears to be an ad (most likely) masquerading as a survey. 
539,1470395,1,
419,1463887,6,
374,1469324,5,
560,1461482,5,
556,1474796,2,
428,1468079,5,none
486,1480906,2,There was no picture 
425,1480493,5,
383,1480596,3,It seems like this ad would lead to an actual article but I think the website would be loaded with other advertisements.
381,1473717,2,
470,1470340,2,
238,1465916,1,Virus
575,1480867,4,
495,1469101,7,"Love the colors and the animals, beautiful picture and design. This is a great ad to get people interested in going to college to get a wildlife degree."
320,1461781,2,
262,1480493,6,No
488,1480552,2,
509,1462792,6,
461,1464003,6,
432,1469039,4,
207,1467537,6,
353,1469324,6,
217,1479951,2,
542,1462849,2,
549,1469453,2,
569,1478616,2,
540,1467892,3,
564,1478371,5,
438,1469144,2,same reason as all the others. This type of ad running leave user open to malware.
446,1470114,7,
409,1480404,6,
478,1478023,4,
452,1470821,2,
244,1463090,3,
247,1477962,4,
407,1480552,5,
515,1467433,6,
476,1473773,3,"well they are kind of sexualizing, nurses and no one really wants to see those kind of adds "
410,1465132,4,
387,1476603,6,none
488,1463487,5,
428,1461512,6,none
575,1472638,5,
550,1465924,7,
418,1471178,2,
293,1466734,3,
337,1468172,1,This is not trustworthy because it is trying to get people to be paniced into clicking on it. It depends on a viewer's fear.
433,1466531,6,
501,1479903,2,
453,1476876,6,Gatorade is my favorite sports drink.
417,1463090,4,I do not understand the content of the ad and it is unattractive.
287,1463520,6,Really good design! And I like TV shows so this is relevant to me. Good proportions of photos to text.
262,1474471,7,
463,1471067,4,
547,1474920,4,"In terms of liking or disliking, I'm mostly neutral about this ad. It doesn't irritate/annoy me in any way, but it also doesn't interest me."
394,1480527,3,It's hard to read what's written on the book within the ad.
374,1473773,1,
495,1471178,1,It looks like it is just trying to get me to click it.
517,1468323,6,
413,1470790,5,
560,1468503,4,
433,1477968,7,
262,1471684,7,
515,1468503,4,
421,1462091,7,
359,1479187,4,"Are they selling boots? What is that gray thing? It isn't clear. I mean, I'm 95% positive that WeatherTech is for car floors, but this ad doesn't tell you much of anything while trying to look good. "
569,1474471,6,
549,1471245,5,
509,1464539,5,
461,1467484,5,
428,1463140,6,none
420,1468866,1,
575,1477197,3,
488,1475331,6,
394,1479903,6,
207,1477410,6,
486,1465219,6,
387,1464534,6,none
417,1465577,6,no
517,1461378,7,
569,1471245,4,
262,1480081,7,
434,1468079,7,
323,1465106,5,
498,1473601,6,
540,1466260,5,
270,1480730,4,
520,1465103,4,Nope!
410,1465270,3,
561,1474809,6,I figured out that you needed to rotate your smartphone to see the ads.
550,1465703,5,
326,1471553,3,"I don't really know why I dislike this ad somewhat, other than the fact that it's just an ad, and I don't have a book I want to publish. I guess I also sort of think of pretentious people thinking they can write books people will buy using that, and that idea is annoying."
425,1474920,4,
419,1479467,3,
515,1475508,7,
394,1480046,7,
548,1461795,4,
476,1471067,2,Their is a lot of fake news out their around this time trying to tear down each side of the political election 
229,1478444,4,"This is a product that is not bad, I simply do not like Hollywood because of the way many of the actors have politicized their message and brand that is way to the left.  I will probably  never read one of these magazines again, but this may be interesting for other people.  This is just my personal opinion."
402,1464567,3,
433,1465925,5,
416,1479189,6,
509,1464809,7,
383,1467218,3,Advertisements for credit cards always seem suspicious. I don't care about MLB so that wouldn't draw me in.
262,1463122,5,
549,1466870,5,
542,1470872,5,
324,1461828,4,
537,1466531,6,
574,1466632,5,
575,1476202,3,
550,1479701,2,
517,1467518,6,
461,1462907,6,
560,1463931,7,
323,1472730,6,
478,1465577,2,
392,1461798,2,"Who is it for? Just a ""free"" trail that requires your email and maybe credit card. Also not something I'm not interested in at all. "
515,1473773,4,
463,1462117,4,
499,1461830,6,
453,1478691,2,
528,1467521,1,
517,1461319,7,
569,1469526,5,
547,1463071,5,
308,1476943,5,
549,1477576,4,
561,1478691,7,
410,1472499,3,
359,1474545,2,I feel like this is just there to drive clicks to the website for revenue. It looks like it will just take you to an 'article' with a million ads around it.
570,1467293,6,
296,1470633,4,I feel tech marketed to seniors can be exploitative.
560,1480552,7,
515,1463883,3,
482,1472445,3,"It looks like the text in a flaming shot glass, which makes no sense, but is also hilarious and also looks fake."
511,1468172,5,I think most ads are clickbait but I guess it depends on how well they portray something
387,1477962,6,no
312,1469659,5,"If they are advertising video conferencing, the ad needs to look more exciting and appealing to make you want to look into what the best video conferencing program is."
247,1478943,4,
207,1471067,5,
537,1472445,3,
570,1468756,1,
299,1465106,5,
394,1461990,4,There are so many more interesting pictures that they could have taken to promote this company.
549,1474920,3,
419,1461781,6,
517,1470872,6,
514,1465714,6,
528,1470246,3,
537,1468323,4,
463,1462385,2,
453,1470114,6,
574,1473358,3,
421,1462385,4,
265,1466260,6,
576,1463888,6,
528,1469453,1,
521,1469101,6,Simple but eye catching ad.
323,1465714,5,
498,1469693,6,
417,1471553,7,"If I find it very interesting in relation to books or book creation, I really like to read different types of books."
324,1473602,3,
478,1479419,6,
282,1462538,7,
548,1471067,2,
567,1464542,6,
570,1479467,6,
537,1470203,5,
287,1468254,3,"It seemed there was a case error in the word ""goodbye"" If I'm not mistaken, I thought it shouldn't be a capital B. That was a bad sign to me."
539,1480771,3,
561,1465811,4,
292,1468539,4,
568,1465219,7,
293,1463962,2,
576,1477576,4,
528,1465219,3,
542,1468148,5,The ad tells us almost nothing about what facebook is
570,1475428,6,
361,1463063,5,
537,1477962,5,
374,1462836,6,
417,1470203,6,
323,1478276,5,
430,1478691,3,"It's not strong enough to be distasteful, but seems childish."
407,1478371,5,
576,1473958,5,
